Date,Site H500 DC Energy (kWh),H500 AC Energy Expected (kWh),H500 AC Energy (kWh),H500 Downtime Loss (kWh),H500 Shading Loss (kWh),H500 Soiling Loss (kWh),H500 clipping_loss,H500 clipping_loss_pct,Site H600 DC Energy (kWh),H600 AC Energy Expected (kWh),H600 AC Energy (kWh),H600 Downtime Loss (kWh),H600 Shading Loss (kWh),H600 Soiling Loss (kWh),H600 clipping_loss,H600 clipping_loss_pct,Site H700 DC Energy (kWh),H700 AC Energy Expected (kWh),H700 AC Energy (kWh),H700 Downtime Loss (kWh),H700 Shading Loss (kWh),H700 Soiling Loss (kWh),H700 clipping_loss,H700 clipping_loss_pct,Site H800 DC Energy (kWh),H800 AC Energy Expected (kWh),H800 AC Energy (kWh),H800 Downtime Loss (kWh),H800 Shading Loss (kWh),H800 Soiling Loss (kWh),H800 clipping_loss,H800 clipping_loss_pct,SB DC Energy (kWh),SB AC Energy Expected (kWh),SB AC Energy (kWh),SB Downtime Loss (kWh),SB Shading Loss (kWh),SB Soiling Loss (kWh),SB clipping_loss,SB clipping_loss_pct,STAAC DC Energy (kWh),STAAC AC Energy Expected (kWh),STAAC AC Energy (kWh),STAAC Downtime Loss (kWh),STAAC Shading Loss (kWh),STAAC Soiling Loss (kWh),STAAC clipping_loss,STAAC clipping_loss_pct
08/21/19,1802.81,1768.326797,1768.72,27.33628413,0,72.89428455,0,0,1528.5,1477.112143,1497.1,0,1.478818015,55.76598309,0,0,2196.55,2125.953809,2158.93,0,0,80.23638709,0,0,1137.39,1087.760826,1114.68,0,0.447481683,45.41641976,0,0,872.4,858.4254256,854.63,0,0,36.00482633,0,0,1429.59,1423.479831,1399.35,0,0.33335894,76.96928226,0,0
08/22/19,1932.83,1980.410454,1896.71,28.69211635,0,84.44252194,0,0,1648.08,1558.18188,1614.76,0,6.436551812,61.4148616,0,0,2385.63,2279.837217,2345.06,0,0,74.64058282,0,0,1222.24,1173.67376,1198.01,0,2.963808918,52.77243894,0,0,942.82,907.5463733,924,0,0,47.79649139,0,0,1549.05,1487.813524,1516.86,0,2.029949305,77.23605699,0,0
08/23/19,0,2107.246469,2045.16,31.90896273,0,89.79635393,0,,0,1783.800096,1766.68,0,0,70.35892788,0,,0,2494.60984,2527.04,0,0,81.70719824,0,,0,1337.358106,1313.86,0,0,60.1069953,0,,0,1023.942058,1002.56,0,0,53.89713912,0,,0,1710.007401,1661.22,0,0,88.72529499,0,
08/24/19,0,2039.772778,1961.78,29.06081509,0,86.95914624,0,,0,1676.741512,1663.42,0,0,66.13090392,0,,0,2415.65007,2378.91,0,0,79.0320439,0,,0,1271.126257,1247.08,0,0,57.19413055,0,,0,969.3443526,951.67,0,0,51.08015778,0,,0,1617.154752,1568.02,0,0,84.07971917,0,
08/25/19,0,1406.154449,1352.92,21.85772391,0,59.89025508,0,,0,1164.232295,1146.68,0,0,45.91652343,0,,0,1663.788044,1653.89,0,0,54.49175917,0,,0,866.1412078,856.68,0,0,38.95413672,0,,0,663.1040424,653.29,0,0,34.96803208,0,,0,1092.723552,1072.24,0,0,56.75449606,0,
08/26/19,950.6,2996.531859,1122.28,1878.476244,9.318391276,48.41552063,0,0,793.04,2696.629643,937.89,1779.130074,0.591919229,35.93723035,0,0,1136.46,4141.907386,1347.07,2846.89751,0,42.46156037,0,0,600.7,2026.842748,708.84,1341.077514,0,30.8670787,0,0,447.88,1391.64501,531.58,860.4589354,0,27.45286678,0,0,728.62,2020.041045,865.15,1144.45181,0,38.09964762,0,0
08/27/19,1413.69,1412.148132,1385.75,20.32324105,0,3.042560499,0,0,1192.64,1169.288091,1167.26,0,0,9.824341984,0,0,1703.83,1667.645964,1672.43,0,0,15.35337106,0,0,893.49,876.515261,873.95,0,0.183061751,2.857964905,0,0,686.93,664.6846776,672.2,0,0.334180524,11.64234582,0,0,1132.29,1099.018201,1107.59,0,0,5.882942095,0,0
08/28/19,646.97,649.7601865,632.27,8.3633539,0,1.405677236,0,0,545.01,536.8630659,531.29,0,0,4.51936224,0,0,774.34,761.0530855,756.84,0,0,7.007816331,0,0,410.74,400.8921341,400.33,0,0,1.312080162,0,0,312.4,305.9248933,304.72,0,0,5.382552111,0,0,513.53,504.3191864,500.58,0,0,2.709678687,0,0
08/29/19,1850.67,1822.381874,1815.28,27.69659959,0,68.48719037,0,0,1567.29,1537.920927,1534.98,0,0.631933551,50.4934791,0,0,2236.37,2191.400859,2196.87,0,0,71.92701069,0,0,1174.65,1146.757934,1150.49,0,0.222710779,41.83533075,0,0,893.59,908.8726037,875.17,0,0.709924419,21.11805233,0,0,1474.21,1459.413704,1443.14,0,0,43.61528207,0,0
08/30/19,1866.91,1887.568191,1831.25,27.36769374,0,50.94304585,0,0,1493.165333,4014.644965,1462.043667,325.6824405,0,37.63873028,0,0,2261.71,2218.222239,2222.06,0,0,71.01624052,0,0,1182.36,1174.895172,1158.57,0,0.193673867,25.91945465,0,0,904.11,898.8043271,885.53,0,0,31.63908124,0,0,1491.82,1488.008675,1460.58,0,0,26.49203966,0,0
08/31/19,1871.64,1860.373079,1836.37,28.23414855,0,52.85789127,0,0,1598.43,1543.95189,1565.67,0,2.312517221,48.64749415,0,0,2308.47,2216.046692,2268.92,0.410385221,0,58.39812182,0,0,1188.52,1141.112696,1164.48,0,0.23397594,36.90259025,0,0,918.37,895.4256667,899.77,0,0,27.18756861,0,0,1507.54,1473.214796,1475.61,0,0,31.39103029,0,0
09/01/19,2003.9,1984.927361,1965.99,30.5356065,0.166912644,65.53743472,0,0,1687.95,1658.940867,1654.26,0,3.983399815,50.52329352,0,0,2414.35,2366.370588,2373.88,0,0,61.3746841,0,0,1270.74,1246.249158,1245.19,0,2.377736185,39.44136412,0,0,964.11,921.9094332,944.75,0,0,29.89534223,0,0,1597.26,1594.184991,1563.74,0,2.269461,36.61027868,0,0
09/02/19,1799.88,1825.748431,1766.38,25.87509152,0,25.67975038,0,0,1531.06,1532.145689,1500.59,21.03584541,1.293142757,28.60982091,0,0,2180.13,2165.755275,2143.68,0,0,31.27950193,0,0,1145.47,1138.825017,1122.73,0,0.606257568,15.28868259,0,0,868.73,825.9367418,851.13,0,0,28.17486713,0,0,1440.3,1397.863205,1409.8,0,0,34.00946996,0,0
09/03/19,1849.86,1849.372822,1815.74,27.40683513,0,53.28746045,0,0,1560.09,1506.077813,1529.03,0,6.035813155,50.07855167,0,0,2236.84,2177.730314,2199.53,0,0,68.30100381,0,0,1170.66,1136.017447,1147.33,0,1.683595788,36.59484642,0,0,894.54,871.2250458,876.62,0,0,27.06913554,0,0,1472.23,1428.630884,1441.4,0,0.881892393,54.2821285,0,0
09/04/19,1548.54,1513.157399,1520.02,21.94094481,9.646789624,32.62155781,0,0,1314.89,1260.34887,1289.23,0,0,27.25256891,0,0,1876.32,1804.408548,1845.95,0,0,36.59371998,0,0,982.47,933.6203853,962.99,0,0.529179204,19.59937525,0,0,751.25,726.4569252,736.7,0,0,17.22526322,0,0,1242.28,1186.511982,1217.21,0,0,8.500207184,0,0
09/05/19,1738.88,1786.388507,1706.6,26.10420417,0,46.87423709,0,0,1476.25,1447.534392,1446.76,0,0,49.71249779,0,0,2112.22,2059.347216,2076.93,0,0,56.84400892,0,0,1108.25,1097.747754,1086,0,0,29.75380653,0,0,841.15,842.0227829,824.22,0,0,24.25097812,0,0,1390.84,1373.876013,1361.6,0,0,33.40332755,0,0
09/06/19,1945.4,1920.82723,1909.26,28.04712514,0.245306569,50.27286609,0,0,1641.68,1607.483269,1608.73,0,5.98062866,45.56027206,0,0,2368.63,2313.363381,2329.34,0,0,60.301425,0,0,1224.2,1178.566078,1199.95,0,1.650197041,30.39105822,0,0,941.32,914.4868436,922.48,0,0,32.21471536,0,0,1552.95,1497.981522,1520.32,0,0.184180084,35.57246183,0,0
09/07/19,1881.82,1861.248078,1846.29,28.23249323,0,65.23623453,0,0,1584.9,1558.259054,1552.58,0,4.241573061,47.92587207,0,0,2267.26,2236.376248,2228.8,0,0,67.76538625,0,0,1193.04,1156.619231,1169.11,0,0.557805449,38.1504755,0,0,904.27,907.0437664,886.15,0,0,26.25971117,0,0,1498.66,1497.82118,1467.11,0,0.626409623,32.72028415,0,0
09/08/19,1885.02,1836.754376,1850.17,27.78409857,1.439512126,64.33550159,0,0,1582.5,1534.508717,1550.81,0,5.665754496,51.16333031,0,0,2250.38,2180.440295,2213.33,0,0,70.76197121,0,0,1197.62,1160.258324,1173.79,0,1.028958914,35.19930421,0,0,904.29,871.052696,886.39,0,0,34.50308649,0,0,1502.71,1450.609974,1471.53,0,0.762538633,49.08737257,0,0
09/09/19,1701.01,1681.543515,1669.63,25.23481199,0,66.19259896,0,0,1436.1,1399.060769,1407.46,0,2.806480539,52.7023243,0,0,2041.84,1995.863111,2008.23,0,0,66.98350261,0,0,1079.73,1046.202944,1057.79,0,4.527593718,37.22347818,0,0,814.22,802.5842277,798.16,0,0,27.25303205,0,0,1351.9,1320.81885,1323.65,0,0,42.15302066,0,0
09/10/19,1773.62,1814.718249,1740.91,25.92709172,0,62.05573014,0,0,1502.15,1478.731086,1472.18,0,0,48.25605017,0,0,2149.82,2127.601997,2114.72,0,0,64.85731378,0,0,1122.12,1115.413524,1099.62,0,0,35.92006756,0,0,854.52,831.8549314,837.51,0,0,44.07570025,0,0,1408.52,1381.843739,1379.14,0,0,23.98446382,0,0
09/11/19,2045.48,2111.421987,2007.3,32.79946569,0,84.10044283,0,0,1726.63,1761.175704,1691.97,0,3.81972686,63.17069019,0,0,2441.88,2503.085314,2401.27,0,0,90.03556284,0,0,1304.23,1310.3142,1277.82,0,0.456543704,47.92910186,0,0,987.31,1002.143559,967.42,0,0,48.59928587,0,0,1645.01,1701.048157,1610.49,0,0.477090479,42.62166874,0,0
09/12/19,1669.37,1630.605364,1637.59,26.09742881,0,76.9160444,0,0,1417.15,1382.841002,1387.71,0,2.403891412,63.84713921,0,0,2014.85,1969.527801,1980.36,0,0,67.82808598,0,0,1063.5,1022.559241,1041.58,0,0.537666607,50.48708111,0,0,814.67,812.5010623,797.94,0,0,24.0104439,0,0,1346.86,1322.604093,1317.87,0,0,50.99096106,0,0
09/13/19,1627.73,1651.357945,1597.09,24.91277339,0,52.71902461,0,0,1378.18,1371.704654,1350.2,0,2.217626185,57.88219274,0,0,1971.16,1983.658313,1938.18,0,0,69.78596923,0,0,1032.12,1026.616863,1011.3,0,0.388394641,35.88276301,0,0,789.44,785.2272582,773.58,0,0,25.85414448,0,0,1300.66,1287.554778,1273.22,0,0,54.1560862,0,0
09/14/19,755.12,754.2029424,738.26,10.42737832,0,24.11050582,0,0,637.2,626.4366795,621.32,0,0,26.47205141,0,0,904.9,887.4498036,885.02,0,0,31.3044271,0,0,479.75,469.269649,467.89,0,0,16.44908982,0,0,366.27,359.3784434,357.29,0,0,11.88395461,0,0,602.93,591.5688644,588.43,0,0,24.95226758,0,0
09/15/19,1407.67,1397.908929,1381.57,20.51301257,0,32.52283584,0,0,1191.24,1165.36875,1166.69,0,0,27.31249891,0,0,1702.22,1652.851474,1672.91,0,0,35.87548432,0,0,893.43,869.6575722,875.4,0,0,20.70435222,0,0,678.61,668.2599919,664.8,0,0,17.90882929,0,0,1120.4,1100.124702,1096.72,0,0,22.79920681,0,0
09/16/19,1775.38,1784.855037,1742.4,26.43052941,0,45.10150331,0,0,1495.51,1475.576791,1465.7,0,3.081309493,45.5398015,0,0,2141.19,2091.862064,2105.92,0,0,63.69155124,0,0,1123.89,1107.555515,1101.86,0,0.609880164,31.40522881,0,0,847.91,829.6240704,830.91,0,0,28.51935316,0,0,1405.85,1392.150188,1376.56,0,0,46.52216982,0,0
09/17/19,1704.94,1723.302611,1673.48,25.61390631,0,55.71383837,0,0,1440.61,1434.240306,1411.72,0,0,49.20858133,0,0,2057.46,2028.432064,2024.18,0,0,62.93704963,0,0,1080.57,1068.471694,1059.24,0,0,35.82815476,0,0,820.4,804.5969471,804.21,0,0,34.78443095,0,0,1357.72,1347.5553,1329.78,0,0,45.93435027,0,0
09/18/19,1452.38,1465.833168,1424.9,21.6924243,0,58.3643391,0,0,1230.61,1217.915151,1205.2,0,0,55.51900705,0,0,1747.53,1727.609694,1717.24,0,0,64.25157442,0,0,924.77,906.7260164,905.8,0,0,40.84951548,0,0,700.57,691.3653179,686.1,0,0,31.16508477,0,0,1158.34,1146.568048,1133.49,0,0,46.18810108,0,0
09/19/19,1767.05,1775.424764,1734.03,26.00783079,0,46.55761961,0,0,1505.89,1498.594378,1475.36,16.18001845,0,35.80639728,0,0,2141.67,2124.365139,2105.1,0,0,50.43846347,0,0,1129.23,1116.495569,1106.58,0,0,26.07647585,0,0,855.71,830.6912998,838.34,0,0,30.95239695,0,0,1417.45,1392.047142,1387.75,0,0,26.18697016,0,0
09/20/19,1437.26,1436.572433,1410.81,21.09508163,0,54.28542224,0,0,1216.38,1186.665353,1191.65,0,0,55.01020983,0,0,1737.13,1693.854634,1708.16,0,0,67.26274773,0,0,912.19,886.9478829,893.9,0,0,38.25625992,0,0,692.74,675.7282443,678.76,0,0,32.41860691,0,0,1144.5,1116.283953,1120.38,0,0,40.64628574,0,0
09/21/19,2197.85,2197.576576,2156.95,33.36949602,0,98.40531634,0,0,1864.24,1838.186005,1826.53,0,4.407397072,82.52377469,0,0,2656.44,2608.358748,2612.27,0,0,106.0499518,0,0,1405,1375.750535,1377.1,0,1.127339195,59.73494928,0,0,1060.89,1036.249811,1039.5,0,0,51.52530218,0,0,1759.83,1725.057238,1723.29,0,0.605303292,61.69157898,0,0
09/22/19,2010.25,2018.365218,1973.2,30.77012434,0,94.06838696,0,0,1686.62,1661.590649,1652.63,0,4.862354484,83.47939705,0,0,2414.42,2389.441479,2374.77,0,0,109.2419807,0,0,1274.73,1249.573086,1249.55,0,0.847241035,60.21813792,0,0,970.4,957.4330545,951.13,0,0,51.20699963,0,0,1608.78,1588.344037,1576.01,0,0.123024391,72.70137485,0,0
09/23/19,1319.63,1325.381725,1295.4,18.81320668,0,30.10017403,0,0,1103.28,1088.840453,1080.67,0,0,33.21573775,0,0,1574.34,1553.709811,1547.54,0,0,35.52821863,0,0,835.99,819.7968149,819.35,0,0,18.78538859,0,0,632.89,615.7424396,619.66,0,0,22.81314427,0,0,1047.68,1025.232489,1025.78,0,0,30.475979,0,0
09/24/19,1427.8,1440.579743,1401.08,20.77285527,0,64.05778127,0,0,1192.5,1185.799405,1167.78,0,2.251023269,60.52049003,0,0,1712.01,1675.722972,1682.06,0,0,64.74884543,0,0,903.44,883.7561097,884.86,0,0.301149098,42.38011947,0,0,680.45,661.9835049,666.39,0,0,40.72084126,0,0,1128.29,1087.74174,1104.24,0,0,52.79684185,0,0
09/25/19,675.41,693.8945759,659.5,9.761830499,0,31.02393019,0,0,566.52,568.172281,551.64,0,3.551232184,29.27087748,0,0,815.09,815.6945933,796.39,0,0,31.66845316,0,0,429.95,428.8583688,419.02,0,0.941563682,20.65796891,0,0,334.25,332.4768006,325.96,0,0,20.50060134,0,0,543.06,544.7452647,528.7,0,0.365696349,26.62843279,0,0
09/26/19,1743.88,1748.648352,1711.84,26.78987715,2.134087729,68.47293615,0,0,1476.57,1472.353637,1447.39,0,3.119538324,50.69620789,0,0,2110.88,2111.518707,2076.26,0,0,51.18260891,0,0,1106.26,1094.813404,1083.92,0,0.285961908,41.09433084,0,0,856.31,845.2963667,839.2,0,0,31.54026325,0,0,1415,1400.724645,1385.87,0,0,29.89111094,0,0
09/27/19,1727.76,1729.768023,1695.02,26.78903212,0,36.55480647,0,0,1475.93,1449.167726,1445.29,0,7.173067091,31.00801346,0,0,2105.65,2086.137644,2069.68,0,0.122231111,17.39329894,0,0,1097.98,1086.463198,1075.53,0,0.660503446,24.23623249,0,0,853.99,827.9475417,836.22,0,0,9.318963627,0,0,1407.54,1375.979576,1377.37,0,0,22.36395801,0,0
09/28/19,1638.14,1654.339121,1607.01,26.16472312,0,66.31852021,0,0,1406.28,1402.725249,1377.17,0,10.55725502,58.38148762,0,0,2009,2016.167793,1975.08,0,0,68.97994618,0,0,1049.41,1030.380894,1027.65,0,1.598319014,40.06104495,0,0,829.56,816.3228881,812.94,0,0,20.22823003,0,0,1358.65,1352.327981,1329.37,0,0.231582264,41.44132698,0,0
09/29/19,1413.98,1413.732937,1385.7,20.85987428,0,34.60735659,0,0,1206.06,1189.624961,1179.88,0,0,28.06530131,0,0,1713.64,1679.314088,1682.8,0,0,30.20189544,0,0,905.07,875.6197122,885.54,0,0.456538707,19.03497118,0,0,677.8,651.2853656,663.47,0,0,21.22227536,0,0,1133.41,1098.933961,1108.22,0,0,23.74381494,0,0
09/30/19,1551.25,1549.873186,1520.7,23.31486009,0,41.09351758,0,0,1310.74,1283.595781,1283.43,0,0.1955615,39.10916919,0,0,1861.39,1824.446161,1828.21,0,0,46.31088736,0,0,986.1,961.1726175,965.11,0,0,27.55080127,0,0,751.96,742.3333934,735.85,0,0,24.55652657,0,0,1250.2,1237.386441,1223.2,0,0,15.76032973,0,0
10/01/19,1510.78,1504.86258,1481.08,22.57808397,4.746112171,33.74531444,0,0,1276.31,1229.257116,1249.14,0,8.250105934,30.60273939,0,0,1837.9,1776.847606,1804.36,0,0,27.68157008,0,0,959.85,928.8856704,939.21,0,6.663683676,23.49670758,0,0,735.16,721.3865179,719.16,0,0.412671213,14.81670258,0,0,1217.06,1190.088007,1190.12,0,0,17.15839961,0,0
10/02/19,1152.93,1124.889804,1128.66,16.91809426,0,0.64466552,0,0,983.72,961.5992864,961.5,0,0,1.090370168,0,0,1401.470083,1354.298424,1374.22,0,0.215106937,0.255900003,0,0,736.45,714.7160622,719.55,0,0,0.317576436,0,0,562.66,557.3322839,549.99,0,0,0.086330369,0,0,932.36,918.7568993,910.82,0,0,0.069246803,0,0
10/03/19,1470.74,1456.617682,1443.45,21.96067112,0,29.85040657,0,0,1250.64,1240.187794,1225.84,0,0.251107138,29.86722073,0,0,1793.5,1749.386087,1763.41,0,0,19.35608072,0,0,939.46,924.7639598,920.68,0,0.245127048,17.74945939,0,0,715.26,704.1525688,700.91,0,0,18.01320097,0,0,1186.75,1192.250087,1162.51,0,0,14.24816766,0,0
10/04/19,1656.04,1643.977227,1623.87,24.62835082,0,40.81993594,0,0,1407.33,1375.985877,1377.54,0,0,35.59648141,0,0,1997.41,1958.704697,1962.43,0,0,41.07660213,0,0,1060.54,1018.140694,1038.28,0,0,22.3992601,0,0,806.2,793.6995003,789.47,0,0,22.62725123,0,0,1342.92,1311.298005,1313.78,0,0,15.69833539,0,0
10/05/19,1722.97,1719.63934,1688.95,28.17546733,0,70.30358711,0,0,1460.75,1442.497468,1429.46,0,0.84130756,54.95590885,0,0,2098.94,2000.291282,2061.33,0,41.97799192,64.76076119,0,0,1096.53,1094.922338,1073.15,0,0.770189768,36.75592789,0,0,847.94,865.720774,829.92,0,0,31.26500681,0,0,1405.31,1433.787508,1374.36,0,0,27.57193105,0,0
10/06/19,1592.0475,1704.94207,1561.29625,24.28242784,3.927802491,51.66314984,0,0,1297.754583,1395.720292,1270.186333,5.072846122,0.31950959,41.11420672,0,0,1926.354417,1980.476061,1892.5545,0,0,41.56924794,0,0,1003.069,1040.753588,982.3824167,0,0,24.82534927,0,0,776.9293333,813.616008,760.8923333,0,0,13.89684178,0,0,1278.517167,1344.61835,1251.070083,0,0,25.61393744,0,0
10/07/19,1191.84,1206.013014,1168.16,17.65459981,0,11.74113638,0,0,1008.56,990.0627882,986.44,3.327859965,0,12.81681194,0,0,1436.34,1415.394991,1409.6,0,0,10.28699009,0,0,758.43,745.4346283,741.56,0,0,5.204902985,0,0,578.51,571.0295223,566.04,0,0.648211574,10.83727983,0,0,961.65,949.2567249,940.85,0,0,5.302886033,0,0
10/08/19,1666.26,1665.252638,1633.82,25.6870791,0,49.71359877,0,0,1411.93,1359.358274,1382.6,11.57518158,6.123031011,35.68733071,0,0,2029.92,1957.237624,1994.08,0,0,44.3287387,0,0,1062.42,1026.22565,1039.8,0.032083537,1.839550706,29.15570537,0,0,833.9,817.9144008,816.3,0,0,17.04847751,0,0,1367.49,1327.994587,1338.48,0,1.849699136,18.84862579,0,0
10/09/19,1697.641583,1757.637668,1665.009333,25.27522788,0,41.1730245,0,0,1404.554917,1429.526581,1375.20825,0,5.056048827,33.879526,0,0,2044.634583,2076.133629,2009.152833,0,0,34.49318446,0,0,1079.162,1089.948173,1056.875417,0,2.106047312,26.77571841,0,0,825.5746667,838.0767354,808.6848333,0,0,19.04569222,0,0,1368.916167,1370.617449,1340.246833,0,0.413767954,29.55785136,0,0
10/10/19,1496.62,1500.292837,1467.31,22.93791559,0,39.80629903,0,0,1266.5,1247.616378,1239.29,0,1.416031093,36.2163828,0,0,1815.62,1782.958381,1782.93,0,0,37.7457242,0,0,952.69,936.4490682,932.29,0,0,23.94441804,0,0,725.35,719.3724291,710.02,0,0.423257002,24.69620667,0,0,1207.9,1201.772594,1181.34,0,0,18.4855026,0,0
10/11/19,2274.31,2265.203397,2231.08,34.75642412,0,70.30568737,0,0,1887.01,1845.256504,1849.06,0,5.775593805,58.46244725,0,0,2705.35,2637.578458,2659.22,0,0,80.7790223,0,0,1435.74,1404.490956,1406.48,0,2.185834215,42.80420811,0,0,1079.42,1061.181986,1057.24,0,0,45.66736552,0,0,1803.91,1759.688549,1766.29,0,0.331399093,53.97602699,0,0
10/12/19,1476.21,1472.593833,1446.73,23.58550256,0.218553652,56.83818794,0,0,1264,1251.126619,1235.92,0,6.933450118,44.84230465,0,0,1804.05,1778.589868,1771.12,0,0.483255719,61.82235084,0,0,945.57,948.9941375,925.13,0,2.297547036,33.75518643,0,0,737.91,727.4904654,722.15,0,0,22.91366452,0,0,1219.45,1205.067089,1192.34,0,0.350916921,41.78872025,0,0
10/13/19,1503.73,1493.276954,1474.23,22.6467821,0,27.55482754,0,0,1245.69,1219.741547,1219.33,0,13.49149303,27.73867103,0,0,1803.63,1765.150954,1771.76,0,0,22.66080254,0,0,944.88,922.4945178,925.02,0,1.464534015,19.68386669,0,0,711.27,709.9899059,696.52,0,0.506090758,8.57208925,0,0,1177.37,1169.67583,1151.94,0,0.314050984,38.61296746,0,0
10/14/19,2183.94,2171.989417,2142.3,34.02440545,0.950127414,74.96451972,0,0,1821.71,1786.855682,1783.92,0,7.821578204,59.39514236,0,0,2601.03,2572.617887,2555.96,0,0.28273301,80.10279696,0,0,1380.97,1355.032719,1352.4,0,2.445576728,44.19083116,0,0,1038.72,1031.933714,1017.55,0.04848358,0,48.78617996,0,0,1741.81,1728.967679,1705.15,0,0.49831917,57.33576534,0,0
10/15/19,0,1493.276874,0,24.5804718,0,51.4772764,0,,0,1235.593713,0,0.034251138,0,41.09815529,0,,0,1761.930062,0,0,0,54.87355772,0,,0,930.8235654,0,0,0,30.37716929,0,,0,708.9005605,0,0.268289914,0,33.53309604,0,,0,1179.294303,0,0,0,39.12252945,0,
10/16/19,12.49,1483.190689,11.46,28.46452867,0,51.08278165,0,0,10.26,1195.345741,9.31,4.94224144,0,39.50755306,0,0,14.85,1713.725313,13.66,4.645562838,0,53.22534213,0,0,7.79,930.6199327,7.08,2.481147272,0,30.22204388,0,0,5.7,678.3391365,5.25,1.013084859,0,32.06445568,0,0,6.46,1133.850396,5.81,0,0,37.59325517,0,0
10/17/19,1114.96,1138.91809,1091,17.02186492,0,40.18812639,0,0,919.29,899.5611448,897.73,0,12.39881235,30.63946038,0,0,1323.21,1315.429655,1296.85,0,0,45.78556639,0,0,704.54,684.8388615,688.07,0,1.490205654,24.43166612,0,0,520.15,510.9515053,508.53,0,0.176884349,39.03920638,0,0,877.21,859.3322862,856.47,0,0.27023977,57.98213405,0,0
10/18/19,1301.38,1306.748661,1276.77,19.42121592,0,34.19619647,0,0,1087.98,1075.163407,1065.6,0,10.22156891,28.37169475,0,0,1573.38,1554.514059,1545.71,0,0,27.54262491,0,0,824.66,810.2528377,807.17,0,1.004275236,17.52151333,0,0,629.57,616.5189815,616.68,0,0,18.07672906,0,0,1044.17,1031.862674,1021.98,0,0,18.04664714,0,0
10/19/19,1537.32,1499.022567,1508,22.30160775,0,33.77377197,0,0,1302.43,1249.908723,1275.29,0,0,34.85508602,0,0,1866.4,1800.387486,1834.13,0,0,25.20455615,0,0,978.05,934.6106214,957.76,0,0,21.39016792,0,0,746.57,712.6278856,731.11,0,0,15.12296247,0,0,1239.49,1179.332322,1213.04,0,0,24.40644782,0,0
10/20/19,1813.78,1790.16938,1779.05,27.88501248,0.202413692,58.69542095,0,0,1517.65,1472.501091,1486.15,4.920916203,13.66109579,48.50408901,0,0,2195.66,2113.969748,2157.66,0,0,60.5125479,0,0,1146.77,1109.313037,1123.09,0,1.148128558,32.28492808,0,0,876.35,857.1151237,858.28,0,0,32.9115537,0,0,1461.3,1443.138789,1430.41,0,0.277313138,33.0450676,0,0
10/21/19,1278.94,1286.044347,1253.65,18.88384225,0,23.75844692,0.010424675,0.000815103,1056.69,1041.060542,1033.56,0,13.15369005,27.02695162,0.176219259,0.016676533,1529.95,1514.54008,1501.78,0,0,19.12147722,0,0,805.45,807.8747554,787.78,0,0.65110619,20.33782207,0,0,624.63,609.4301599,611.42,0,0,14.46668016,0.024823068,0.003974044,1020.88,1000.289219,998.69,0.024837157,0,23.55777321,0.140055055,0.013719052
10/22/19,756.17,756.1979896,740.36,10.51718804,0,14.09912327,0,0,640.71,631.6993625,625.61,0,0,16.60276051,0,0,914.4,898.5641967,895.77,0,0,11.61657578,0,0,481.54,469.8377621,470.07,0,0,11.8369325,0,0,369.87,364.4715461,361.48,0,0,8.619695558,0,0,607.86,599.4799898,593.72,0,0,14.13853545,0,0
10/23/19,1176.53,1187.510252,1154.16,16.9889475,3.969705641,8.217141159,0,0,981.5,972.8697535,961.55,0,0.328485264,17.21448428,0,0,1400.17,1393.502464,1375.52,0,2.11523111,6.370043428,0,0,742.41,739.0019534,726.77,0,0,3.274444227,0,0,561.82,545.5454129,550.23,0,0,7.115548545,0,0,932.43,913.568477,912.51,0,0,7.899250324,0,0
10/24/19,1259.56,1277.392317,1235.47,18.8117941,0,18.96676817,0,0,1062.22,1057.341854,1040.31,0,0.252671642,24.94031174,0,0,1518.33,1504.864965,1491.44,0,0,20.47796795,0,0,799.85,794.0586544,782.81,0,0,12.69969266,0,0,605.17,601.6931845,592.53,0,0,20.58986882,0,0,1010,1001.726877,988.19,0,0,11.56412862,0,0
10/25/19,1816.65,1776.75723,1780.84,28.31811391,0,66.48690276,0,0,1532.11,1484.484735,1499.36,0,15.53931591,56.11941608,0,0,2182.38,2142.972884,2143.49,0,0,71.33711241,0,0,1159.48,1100.939076,1134.77,0,1.7652209,39.77659783,0,0,889.84,866.3473009,870.99,0,0.106435883,37.66429497,0,0,1487.67,1444.291262,1454.8,0,0.392447312,40.53094308,0,0
10/26/19,957.7,961.3932175,936.71,13.80616986,0,10.5541226,0,0,799.99,803.6839595,780.72,0,0,5.048049182,0,0,1142.99,1135.747677,1119.35,0,0,5.442945741,0,0,605.19,608.0252107,590.48,0,0,1.334552637,0,0,461.34,448.1395144,450.68,0,0.808821116,6.701839036,0,0,765.2,759.8028229,746.29,0,0,5.330171995,0,0
10/27/19,1764.9,1788.472828,1731.2,29.17404185,0.84276674,44.60410759,0,0,1484.43,1474.018779,1454.51,1.042992562,9.605603584,32.48053601,0,0,2120.23,2099.991239,2084.31,1.899885771,0.157478396,41.57836293,0,0,1123.72,1114.069749,1100.46,0.960599666,1.753834524,21.73011527,0,0,846.45,840.4671617,829.31,0.827751719,0.106278903,19.27111094,0,0,1420.09,1402.041618,1390.08,0,0.275458905,33.08325271,0,0
